No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
6541,2013,11,28,12,3.0,6.0,3.0,5.0,300.0,52.0,4.9,1018.9,-24.3,0.0,W,5.1,Wanshouxigong
6542,2013,11,28,13,7.0,6.0,3.0,4.0,300.0,54.0,5.7,1018.2,-23.7,0.0,W,4.8,Wanshouxigong
6543,2013,11,28,14,11.0,6.0,6.0,6.0,300.0,50.0,6.3,1017.8,-22.1,0.0,W,5.1,Wanshouxigong
6544,2013,11,28,15,6.0,56.0,7.0,6.0,300.0,52.0,5.2,1017.6,-21.1,0.0,WSW,2.6,Wanshouxigong
6545,2013,11,28,16,8.0,20.0,6.0,12.0,300.0,45.0,3.0,1017.5,-21.2,0.0,WSW,1.2,Wanshouxigong
6546,2013,11,28,17,26.0,54.0,17.0,47.0,800.0,10.0,1.7,1017.6,-19.5,0.0,W,1.4,Wanshouxigong
6547,2013,11,28,18,42.0,73.0,24.0,64.0,1100.0,1.0,-0.6,1017.6,-16.1,0.0,SW,0.7,Wanshouxigong
6548,2013,11,28,19,65.0,93.0,31.0,70.0,1300.0,1.0,-1.8,1017.5,-14.6,0.0,WSW,1.3,Wanshouxigong
6549,2013,11,28,20,76.0,104.0,36.0,72.0,1500.0,1.0,-0.7,1017.3,-15.4,0.0,SSE,0.9,Wanshouxigong
6550,2013,11,28,21,83.0,115.0,42.0,70.0,1900.0,1.0,-0.4,1017.6,-14.7,0.0,N,1.3,Wanshouxigong
6551,2013,11,28,22,100.0,127.0,41.0,70.0,2600.0,1.0,-0.4,1017.5,-15.1,0.0,S,2.2,Wanshouxigong
6552,2013,11,28,23,102.0,136.0,47.0,71.0,3000.0,1.0,-2.0,1017.5,-16.2,0.0,ENE,0.5,Wanshouxigong
6553,2013,11,29,0,111.0,141.0,58.0,73.0,3400.0,1.0,-2.4,1017.2,-14.2,0.0,SE,0.6,Wanshouxigong
6554,2013,11,29,1,107.0,140.0,69.0,73.0,3400.0,1.0,-3.3,1017.0,-14.7,0.0,NW,0.8,Wanshouxigong
6555,2013,11,29,2,109.0,138.0,66.0,73.0,4000.0,1.0,-2.2,1017.0,-14.0,0.0,W,1.4,Wanshouxigong
6556,2013,11,29,3,103.0,130.0,66.0,72.0,4100.0,1.0,-3.7,1016.6,-12.4,0.0,WSW,0.7,Wanshouxigong
6557,2013,11,29,4,99.0,116.0,62.0,68.0,4000.0,1.0,-3.8,1016.2,-13.2,0.0,ENE,0.5,Wanshouxigong
6558,2013,11,29,5,94.0,109.0,54.0,66.0,4300.0,1.0,-2.2,1016.0,-12.0,0.0,ESE,1.4,Wanshouxigong
6559,2013,11,29,6,89.0,112.0,44.0,68.0,4500.0,1.0,-2.6,1016.1,-11.9,0.0,NE,0.8,Wanshouxigong
6560,2013,11,29,7,80.0,113.0,49.0,71.0,4900.0,1.0,-3.0,1016.7,-11.7,0.0,WNW,1.1,Wanshouxigong
6561,2013,11,29,8,92.0,135.0,49.0,74.0,5600.0,1.0,2.3,1016.2,-12.0,0.0,E,0.6,Wanshouxigong
6562,2013,11,29,9,101.0,152.0,51.0,82.0,6500.0,1.0,7.6,1015.6,-12.8,0.0,W,0.9,Wanshouxigong
6563,2013,11,29,10,69.0,62.0,46.0,73.0,3000.0,1.0,10.5,1014.7,-13.6,0.0,SSE,1.5,Wanshouxigong
6564,2013,11,29,11,42.0,30.0,30.0,56.0,1600.0,6.0,11.5,1013.2,-13.5,0.0,WNW,1.2,Wanshouxigong
6565,2013,11,29,12,28.0,6.0,26.0,35.0,800.0,25.0,12.4,1012.1,-13.6,0.0,SSW,2.5,Wanshouxigong
6566,2013,11,29,13,12.0,15.0,16.0,31.0,700.0,38.0,12.2,1011.1,-12.2,0.0,SSW,0.9,Wanshouxigong
6567,2013,11,29,14,42.0,46.0,20.0,46.0,1000.0,39.0,11.5,1010.3,-12.1,0.0,SW,2.4,Wanshouxigong
6568,2013,11,29,15,77.0,81.0,28.0,52.0,1200.0,39.0,10.5,1010.2,-11.6,0.0,SW,1.3,Wanshouxigong
6569,2013,11,29,16,53.0,68.0,19.0,43.0,1100.0,35.0,6.4,1010.4,-10.4,0.0,SW,1.5,Wanshouxigong
6570,2013,11,29,17,86.0,118.0,25.0,64.0,1500.0,23.0,4.2,1010.8,-9.9,0.0,WSW,1.5,Wanshouxigong
6571,2013,11,29,18,126.0,166.0,26.0,94.0,2300.0,1.0,3.0,1010.9,-9.0,0.0,WSW,1.4,Wanshouxigong
6572,2013,11,29,19,122.0,158.0,29.0,92.0,2400.0,1.0,1.4,1010.9,-8.4,0.0,SE,0.5,Wanshouxigong
6573,2013,11,29,20,110.0,124.0,33.0,83.0,2500.0,1.0,0.0,1010.9,-8.5,0.0,SSE,0.4,Wanshouxigong
6574,2013,11,29,21,111.0,134.0,42.0,80.0,2800.0,1.0,-0.9,1010.9,-7.9,0.0,SSW,0.7,Wanshouxigong
6575,2013,11,29,22,118.0,136.0,54.0,79.0,2900.0,1.0,-0.4,1010.9,-8.4,0.0,W,1.7,Wanshouxigong
6576,2013,11,29,23,114.0,135.0,44.0,79.0,3000.0,1.0,-0.9,1011.0,-9.3,0.0,N,0.4,Wanshouxigong
6577,2013,11,30,0,116.0,145.0,37.0,85.0,2800.0,1.0,-1.7,1011.0,-8.9,0.0,NW,1.2,Wanshouxigong
6578,2013,11,30,1,127.0,145.0,32.0,83.0,3400.0,1.0,-0.4,1011.6,-8.4,0.0,NW,0.5,Wanshouxigong
6579,2013,11,30,2,115.0,145.0,26.0,83.0,3700.0,1.0,4.4,1012.1,-10.9,0.0,NNE,1.7,Wanshouxigong
6580,2013,11,30,3,83.0,64.0,37.0,68.0,2300.0,1.0,5.4,1012.3,-12.6,0.0,NE,1.7,Wanshouxigong
6581,2013,11,30,4,37.0,20.0,42.0,68.0,1000.0,1.0,6.9,1012.8,-14.0,0.0,NNE,3.3,Wanshouxigong
6582,2013,11,30,5,20.0,22.0,44.0,41.0,700.0,7.0,6.4,1014.0,-15.0,0.0,NE,2.4,Wanshouxigong
6583,2013,11,30,6,25.0,30.0,39.0,38.0,600.0,10.0,5.5,1015.2,-14.6,0.0,N,2.3,Wanshouxigong
6584,2013,11,30,7,16.0,29.0,39.0,40.0,600.0,7.0,5.6,1016.2,-15.7,0.0,NNE,2.3,Wanshouxigong
6585,2013,11,30,8,15.0,32.0,33.0,31.0,600.0,16.0,7.7,1016.8,-15.9,0.0,NNE,2.1,Wanshouxigong
6586,2013,11,30,9,17.0,39.0,22.0,24.0,500.0,25.0,8.4,1017.5,-15.3,0.0,NNE,2.2,Wanshouxigong
6587,2013,11,30,10,18.0,44.0,22.0,19.0,500.0,32.0,9.4,1017.7,-14.5,0.0,NE,4.2,Wanshouxigong
6588,2013,11,30,11,16.0,47.0,16.0,16.0,400.0,38.0,9.8,1017.3,-13.5,0.0,NE,3.1,Wanshouxigong
6589,2013,11,30,12,8.0,37.0,13.0,12.0,400.0,46.0,10.7,1016.6,-12.7,0.0,NE,2.9,Wanshouxigong
6590,2013,11,30,13,14.0,20.0,9.0,10.0,400.0,53.0,10.9,1016.2,-12.5,0.0,NE,3.1,Wanshouxigong
6591,2013,11,30,14,11.0,14.0,10.0,9.0,300.0,58.0,11.0,1016.2,-13.2,0.0,NE,3.7,Wanshouxigong
6592,2013,11,30,15,10.0,25.0,11.0,11.0,400.0,56.0,10.9,1016.7,-12.5,0.0,WNW,4.1,Wanshouxigong
6593,2013,11,30,16,11.0,28.0,11.0,18.0,400.0,48.0,9.6,1017.3,-12.3,0.0,WNW,2.6,Wanshouxigong
6594,2013,11,30,17,13.0,31.0,7.0,20.0,400.0,47.0,8.2,1018.3,-12.3,0.0,W,2.7,Wanshouxigong
6595,2013,11,30,18,11.0,31.0,5.0,28.0,400.0,38.0,7.3,1018.9,-12.5,0.0,WNW,2.4,Wanshouxigong
6596,2013,11,30,19,14.0,31.0,6.0,41.0,600.0,20.0,3.2,1019.1,-12.3,0.0,W,0.8,Wanshouxigong
6597,2013,11,30,20,17.0,41.0,8.0,52.0,800.0,7.0,0.6,1019.1,-10.6,0.0,W,0.2,Wanshouxigong
6598,2013,11,30,21,27.0,49.0,13.0,64.0,1500.0,1.0,-0.8,1019.4,-10.2,0.0,W,0.6,Wanshouxigong
6599,2013,11,30,22,27.0,50.0,15.0,62.0,2100.0,1.0,-1.3,1019.6,-9.4,0.0,SW,0.8,Wanshouxigong
6600,2013,11,30,23,40.0,42.0,23.0,59.0,1700.0,1.0,1.8,1019.5,-10.7,0.0,NNW,0.4,Wanshouxigong
6601,2013,12,1,0,36.0,55.0,26.0,60.0,1900.0,1.0,-1.2,1019.2,-9.1,0.0,WNW,0.8,Wanshouxigong
6602,2013,12,1,1,113.0,153.0,64.0,71.0,3300.0,3.0,-2.9,1018.9,-9.2,0.0,NE,0.5,Wanshouxigong
6603,2013,12,1,2,129.0,153.0,60.0,63.0,3000.0,3.0,-3.2,1018.7,-8.9,0.0,WSW,1.1,Wanshouxigong
6604,2013,12,1,3,132.0,157.0,56.0,62.0,3900.0,3.0,-3.3,1018.4,-8.0,0.0,W,0.8,Wanshouxigong
6605,2013,12,1,4,135.0,154.0,62.0,65.0,4300.0,3.0,-3.7,1018.1,-8.9,0.0,S,0.4,Wanshouxigong
6606,2013,12,1,5,172.0,191.0,77.0,67.0,4500.0,6.0,-4.1,1018.3,-8.9,0.0,NE,1.4,Wanshouxigong
6607,2013,12,1,6,164.0,194.0,59.0,69.0,5500.0,5.0,-4.9,1018.4,-9.5,0.0,E,0.1,Wanshouxigong
6608,2013,12,1,7,149.0,192.0,46.0,72.0,5500.0,4.0,-3.9,1018.6,-8.8,0.0,W,1.1,Wanshouxigong
6609,2013,12,1,8,149.0,195.0,41.0,72.0,7000.0,4.0,0.7,1018.8,-7.6,0.0,WSW,0.7,Wanshouxigong
6610,2013,12,1,9,108.0,122.0,45.0,68.0,4600.0,1.0,6.9,1018.5,-8.3,0.0,SE,0.8,Wanshouxigong
6611,2013,12,1,10,49.0,39.0,47.0,58.0,2100.0,1.0,9.1,1017.9,-9.4,0.0,SSW,0.8,Wanshouxigong
6612,2013,12,1,11,39.0,21.0,45.0,49.0,1400.0,5.0,10.0,1016.7,-9.2,0.0,SW,1.2,Wanshouxigong
6613,2013,12,1,12,29.0,28.0,39.0,48.0,1300.0,11.0,10.6,1015.6,-10.3,0.0,W,3.1,Wanshouxigong
6614,2013,12,1,13,49.0,48.0,39.0,56.0,1500.0,11.0,10.9,1014.8,-11.2,0.0,WSW,2.0,Wanshouxigong
6615,2013,12,1,14,86.0,98.0,45.0,84.0,2200.0,8.0,10.6,1014.3,-9.7,0.0,SW,1.9,Wanshouxigong
6616,2013,12,1,15,97.0,105.0,35.0,82.0,1800.0,13.0,10.0,1014.1,-10.2,0.0,SSW,1.3,Wanshouxigong
6617,2013,12,1,16,77.0,83.0,23.0,58.0,1300.0,24.0,7.4,1014.2,-9.5,0.0,W,1.1,Wanshouxigong
6618,2013,12,1,17,61.0,69.0,20.0,61.0,1300.0,10.0,5.0,1014.3,-8.2,0.0,SW,1.6,Wanshouxigong
6619,2013,12,1,18,79.0,114.0,25.0,76.0,1700.0,1.0,4.5,1014.2,-8.0,0.0,SW,1.0,Wanshouxigong
6620,2013,12,1,19,118.0,159.0,39.0,79.0,2100.0,1.0,4.6,1014.3,-8.2,0.0,SW,1.2,Wanshouxigong
6621,2013,12,1,20,145.0,176.0,52.0,87.0,2500.0,1.0,2.5,1014.2,-7.2,0.0,W,1.5,Wanshouxigong
6622,2013,12,1,21,162.0,182.0,44.0,90.0,3000.0,1.0,-0.2,1014.1,-7.0,0.0,W,1.0,Wanshouxigong
6623,2013,12,1,22,152.0,158.0,43.0,89.0,3100.0,1.0,-1.5,1014.0,-7.2,0.0,W,0.8,Wanshouxigong
6624,2013,12,1,23,162.0,173.0,51.0,90.0,3200.0,1.0,-1.9,1014.2,-7.2,0.0,W,0.9,Wanshouxigong
6625,2013,12,2,0,197.0,213.0,53.0,88.0,4100.0,3.0,-2.7,1013.6,-8.2,0.0,ENE,0.0,Wanshouxigong
6626,2013,12,2,1,177.0,184.0,49.0,89.0,4500.0,1.0,-2.6,1013.4,-8.3,0.0,WSW,0.7,Wanshouxigong
6627,2013,12,2,2,164.0,168.0,46.0,89.0,4100.0,1.0,-2.4,1013.2,-8.1,0.0,ENE,0.4,Wanshouxigong
6628,2013,12,2,3,112.0,88.0,46.0,73.0,2700.0,1.0,-2.9,1012.7,-8.2,0.0,WSW,1.0,Wanshouxigong
6629,2013,12,2,4,66.0,40.0,39.0,59.0,1800.0,1.0,-3.6,1012.3,-8.7,0.0,W,0.8,Wanshouxigong
6630,2013,12,2,5,57.0,46.0,41.0,56.0,1700.0,1.0,-4.0,1012.1,-8.9,0.0,W,0.8,Wanshouxigong
6631,2013,12,2,6,56.0,46.0,36.0,54.0,1600.0,1.0,-4.2,1012.4,-8.9,0.0,WSW,0.5,Wanshouxigong
6632,2013,12,2,7,54.0,47.0,36.0,53.0,1700.0,1.0,-3.8,1013.0,-8.7,0.0,W,1.0,Wanshouxigong
6633,2013,12,2,8,94.0,115.0,58.0,62.0,3000.0,2.0,0.3,1013.3,-7.2,0.0,W,1.5,Wanshouxigong
6634,2013,12,2,9,97.0,114.0,64.0,64.0,2700.0,1.0,5.5,1013.0,-8.4,0.0,ENE,0.6,Wanshouxigong
6635,2013,12,2,10,73.0,86.0,58.0,61.0,2200.0,1.0,8.8,1012.4,-9.7,0.0,NE,1.8,Wanshouxigong
6636,2013,12,2,11,74.0,81.0,63.0,64.0,2400.0,1.0,9.9,1011.6,-10.3,0.0,NNW,0.5,Wanshouxigong
6637,2013,12,2,12,79.0,85.0,71.0,68.0,2200.0,2.0,11.1,1011.0,-10.4,0.0,S,0.7,Wanshouxigong
6638,2013,12,2,13,77.0,78.0,64.0,65.0,1800.0,5.0,11.6,1010.4,-10.0,0.0,SSW,1.3,Wanshouxigong
6639,2013,12,2,14,74.0,68.0,53.0,68.0,1800.0,2.0,11.6,1010.1,-10.6,0.0,WSW,1.4,Wanshouxigong
6640,2013,12,2,15,73.0,93.0,59.0,87.0,2100.0,4.0,9.8,1010.3,-9.3,0.0,SW,0.9,Wanshouxigong
6641,2013,12,2,16,93.0,121.0,66.0,119.0,2500.0,2.0,5.3,1010.6,-7.9,0.0,W,1.3,Wanshouxigong
6642,2013,12,2,17,120.0,153.0,74.0,147.0,3200.0,1.0,2.7,1011.1,-8.1,0.0,S,0.0,Wanshouxigong
6643,2013,12,2,18,136.0,187.0,72.0,142.0,4000.0,1.0,1.7,1011.8,-7.1,0.0,NE,1.0,Wanshouxigong
6644,2013,12,2,19,188.0,266.0,71.0,130.0,5000.0,4.0,0.8,1012.6,-7.0,0.0,W,0.8,Wanshouxigong
6645,2013,12,2,20,205.0,260.0,61.0,123.0,5400.0,3.0,-0.3,1013.3,-6.9,0.0,WNW,0.9,Wanshouxigong
6646,2013,12,2,21,193.0,218.0,59.0,121.0,4500.0,1.0,-0.7,1013.7,-6.9,0.0,SW,0.8,Wanshouxigong
6647,2013,12,2,22,214.0,230.0,60.0,120.0,6100.0,3.0,-1.3,1013.8,-7.7,0.0,WSW,0.7,Wanshouxigong
6648,2013,12,2,23,222.0,232.0,64.0,116.0,6800.0,3.0,-1.7,1013.7,-7.6,0.0,NE,1.1,Wanshouxigong
6649,2013,12,3,0,233.0,244.0,72.0,121.0,7700.0,4.0,-1.8,1013.7,-7.5,0.0,WNW,1.2,Wanshouxigong
6650,2013,12,3,1,164.0,142.0,70.0,93.0,4600.0,1.0,3.3,1013.9,-9.0,0.0,NE,1.8,Wanshouxigong
6651,2013,12,3,2,102.0,92.0,81.0,72.0,3200.0,1.0,6.7,1014.2,-10.6,0.0,NE,2.7,Wanshouxigong
6652,2013,12,3,3,92.0,96.0,80.0,68.0,2600.0,1.0,6.7,1014.2,-10.6,0.0,NNE,1.9,Wanshouxigong
6653,2013,12,3,4,83.0,85.0,69.0,68.0,2500.0,1.0,5.3,1014.3,-10.5,0.0,ENE,1.4,Wanshouxigong
6654,2013,12,3,5,54.0,58.0,58.0,58.0,1500.0,1.0,3.3,1014.9,-10.0,0.0,ENE,1.5,Wanshouxigong
6655,2013,12,3,6,40.0,54.0,50.0,57.0,1400.0,1.0,4.8,1015.4,-10.5,0.0,ENE,1.4,Wanshouxigong
6656,2013,12,3,7,43.0,46.0,42.0,56.0,1300.0,1.0,5.7,1016.3,-10.6,0.0,ENE,1.5,Wanshouxigong
6657,2013,12,3,8,38.0,74.0,36.0,56.0,2000.0,1.0,8.0,1016.9,-10.4,0.0,NE,1.8,Wanshouxigong
6658,2013,12,3,9,35.0,52.0,31.0,52.0,1700.0,1.0,10.1,1016.9,-10.7,0.0,ENE,2.3,Wanshouxigong
6659,2013,12,3,10,30.0,40.0,22.0,39.0,1000.0,13.0,11.6,1016.7,-10.0,0.0,ENE,3.2,Wanshouxigong
6660,2013,12,3,11,29.0,42.0,19.0,32.0,800.0,25.0,13.1,1015.9,-10.1,0.0,NE,2.6,Wanshouxigong
6661,2013,12,3,12,23.0,42.0,14.0,25.0,700.0,36.0,14.0,1015.2,-10.0,0.0,NE,3.1,Wanshouxigong
6662,2013,12,3,13,25.0,36.0,14.0,21.0,600.0,44.0,14.9,1014.4,-10.0,0.0,NE,2.0,Wanshouxigong
6663,2013,12,3,14,24.0,28.0,12.0,17.0,500.0,51.0,15.0,1013.8,-9.2,0.0,E,1.5,Wanshouxigong
6664,2013,12,3,15,22.0,32.0,11.0,21.0,500.0,50.0,14.4,1014.2,-9.7,0.0,SSE,0.6,Wanshouxigong
6665,2013,12,3,16,21.0,35.0,11.0,30.0,500.0,42.0,9.5,1014.5,-7.2,0.0,W,1.1,Wanshouxigong
6666,2013,12,3,17,26.0,56.0,12.0,42.0,600.0,27.0,6.1,1014.9,-6.8,0.0,WNW,0.9,Wanshouxigong
6667,2013,12,3,18,78.0,136.0,33.0,114.0,1900.0,1.0,3.7,1015.0,-6.0,0.0,W,1.2,Wanshouxigong
6668,2013,12,3,19,116.0,156.0,45.0,116.0,2500.0,1.0,2.8,1015.0,-6.1,0.0,WNW,0.5,Wanshouxigong
6669,2013,12,3,20,153.0,192.0,55.0,112.0,3700.0,2.0,1.8,1015.1,-6.1,0.0,S,0.5,Wanshouxigong
6670,2013,12,3,21,164.0,199.0,65.0,106.0,4200.0,4.0,0.9,1014.9,-6.0,0.0,W,1.2,Wanshouxigong
6671,2013,12,3,22,167.0,187.0,62.0,96.0,3100.0,2.0,0.0,1014.7,-5.6,0.0,WNW,1.1,Wanshouxigong
6672,2013,12,3,23,172.0,194.0,65.0,99.0,3900.0,3.0,-0.4,1014.4,-6.0,0.0,WNW,1.0,Wanshouxigong
6673,2013,12,4,0,181.0,194.0,54.0,97.0,4500.0,3.0,-0.8,1014.4,-7.0,0.0,WNW,1.0,Wanshouxigong
6674,2013,12,4,1,177.0,202.0,56.0,101.0,5200.0,3.0,-1.0,1014.4,-7.2,0.0,W,1.1,Wanshouxigong
6675,2013,12,4,2,183.0,211.0,52.0,102.0,6000.0,4.0,-1.0,1014.2,-7.2,0.0,W,0.7,Wanshouxigong
6676,2013,12,4,3,196.0,217.0,49.0,103.0,7200.0,4.0,-1.9,1013.6,-7.2,0.0,WSW,0.8,Wanshouxigong
6677,2013,12,4,4,184.0,209.0,42.0,101.0,7000.0,3.0,-2.6,1013.5,-7.5,0.0,S,0.5,Wanshouxigong
6678,2013,12,4,5,174.0,181.0,34.0,98.0,6800.0,2.0,-2.4,1013.3,-7.3,0.0,W,0.4,Wanshouxigong
6679,2013,12,4,6,129.0,124.0,34.0,82.0,5000.0,1.0,-2.6,1013.8,-7.0,0.0,ESE,0.0,Wanshouxigong
6680,2013,12,4,7,104.0,94.0,44.0,72.0,3700.0,1.0,-1.9,1014.4,-6.6,0.0,W,0.9,Wanshouxigong
6681,2013,12,4,8,108.0,137.0,38.0,73.0,4600.0,2.0,2.1,1014.5,-4.4,0.0,W,0.9,Wanshouxigong
6682,2013,12,4,9,84.0,93.0,54.0,62.0,3400.0,1.0,9.5,1014.3,-8.1,0.0,ENE,1.5,Wanshouxigong
6683,2013,12,4,10,71.0,81.0,62.0,62.0,2400.0,1.0,11.3,1013.6,-8.6,0.0,NE,1.5,Wanshouxigong
6684,2013,12,4,11,69.0,61.0,58.0,55.0,1700.0,5.0,12.3,1012.6,-8.3,0.0,W,1.0,Wanshouxigong
6685,2013,12,4,12,72.0,90.0,55.0,62.0,1700.0,7.0,13.0,1011.5,-8.3,0.0,W,1.6,Wanshouxigong
6686,2013,12,4,13,67.0,75.0,47.0,57.0,1400.0,11.0,12.5,1011.3,-7.0,0.0,WSW,1.6,Wanshouxigong
6687,2013,12,4,14,44.0,48.0,41.0,43.0,900.0,18.0,12.9,1011.2,-6.7,0.0,WSW,1.5,Wanshouxigong
6688,2013,12,4,15,64.0,102.0,45.0,70.0,1700.0,10.0,11.4,1011.2,-6.5,0.0,SW,1.0,Wanshouxigong
6689,2013,12,4,16,121.0,169.0,58.0,127.0,2900.0,3.0,6.5,1011.3,-4.9,0.0,WNW,1.0,Wanshouxigong
6690,2013,12,4,17,148.0,195.0,55.0,125.0,3500.0,1.0,4.5,1011.4,-5.3,0.0,WNW,0.9,Wanshouxigong
6691,2013,12,4,18,162.0,209.0,55.0,119.0,3800.0,1.0,3.0,1012.3,-4.5,0.0,W,0.7,Wanshouxigong
6692,2013,12,4,19,181.0,218.0,60.0,118.0,4600.0,3.0,2.1,1012.4,-4.6,0.0,W,1.1,Wanshouxigong
6693,2013,12,4,20,183.0,216.0,64.0,121.0,4400.0,3.0,2.0,1012.9,-4.7,0.0,WSW,0.7,Wanshouxigong
6694,2013,12,4,21,200.0,232.0,62.0,122.0,5200.0,4.0,3.2,1013.4,-5.0,0.0,NW,0.7,Wanshouxigong
6695,2013,12,4,22,177.0,188.0,55.0,110.0,4700.0,2.0,5.1,1013.5,-6.2,0.0,ENE,0.6,Wanshouxigong
6696,2013,12,4,23,75.0,52.0,48.0,64.0,2000.0,1.0,6.8,1013.8,-7.6,0.0,E,1.1,Wanshouxigong
6697,2013,12,5,0,78.0,74.0,58.0,64.0,2100.0,1.0,8.4,1014.2,-7.4,0.0,E,3.3,Wanshouxigong
6698,2013,12,5,1,79.0,107.0,81.0,67.0,2600.0,1.0,7.4,1014.9,-2.4,0.0,ENE,1.6,Wanshouxigong
6699,2013,12,5,2,149.0,236.0,141.0,80.0,4800.0,1.0,6.2,1015.5,-4.0,0.0,NNE,1.0,Wanshouxigong
6700,2013,12,5,3,119.0,147.0,110.0,73.0,4000.0,1.0,6.5,1015.8,-5.8,0.0,NE,1.6,Wanshouxigong
6701,2013,12,5,4,101.0,93.0,91.0,68.0,3300.0,1.0,5.7,1016.3,-7.2,0.0,ENE,1.5,Wanshouxigong
6702,2013,12,5,5,46.0,26.0,41.0,51.0,1400.0,1.0,6.0,1017.1,-9.1,0.0,NE,2.4,Wanshouxigong
6703,2013,12,5,6,20.0,17.0,30.0,46.0,1000.0,1.0,5.8,1017.9,-9.3,0.0,NNE,1.8,Wanshouxigong
6704,2013,12,5,7,24.0,9.0,24.0,49.0,1100.0,1.0,5.5,1019.1,-9.9,0.0,NE,2.1,Wanshouxigong
6705,2013,12,5,8,11.0,6.0,13.0,34.0,600.0,10.0,6.7,1019.8,-11.0,0.0,N,4.0,Wanshouxigong
6706,2013,12,5,9,10.0,6.0,11.0,29.0,500.0,20.0,7.9,1020.3,-12.0,0.0,NNE,3.1,Wanshouxigong
6707,2013,12,5,10,3.0,6.0,8.0,15.0,500.0,38.0,8.9,1019.5,-11.7,0.0,NW,2.9,Wanshouxigong
6708,2013,12,5,11,7.0,6.0,8.0,14.0,500.0,44.0,9.6,1018.6,-13.0,0.0,NE,2.8,Wanshouxigong
6709,2013,12,5,12,7.0,6.0,10.0,12.0,500.0,47.0,9.9,1017.8,-12.7,0.0,N,2.8,Wanshouxigong
6710,2013,12,5,13,,,9.0,8.0,500.0,51.0,10.7,1016.9,-12.7,0.0,NE,1.9,Wanshouxigong
6711,2013,12,5,14,10.0,10.0,11.0,10.0,500.0,51.0,10.8,1016.7,-13.3,0.0,ENE,2.7,Wanshouxigong
6712,2013,12,5,15,12.0,6.0,8.0,10.0,500.0,52.0,10.6,1016.4,-13.5,0.0,E,1.2,Wanshouxigong
6713,2013,12,5,16,12.0,6.0,10.0,19.0,500.0,45.0,7.9,1016.4,-12.0,0.0,SW,1.3,Wanshouxigong
6714,2013,12,5,17,16.0,6.0,9.0,28.0,600.0,32.0,4.8,1016.4,-10.5,0.0,WSW,1.2,Wanshouxigong
6715,2013,12,5,18,20.0,56.0,15.0,51.0,1100.0,5.0,6.0,1016.3,-11.6,0.0,SSW,1.7,Wanshouxigong
6716,2013,12,5,19,44.0,120.0,27.0,61.0,1600.0,1.0,3.2,1016.3,-10.5,0.0,SSE,1.3,Wanshouxigong
6717,2013,12,5,20,58.0,113.0,28.0,60.0,1600.0,1.0,0.9,1016.1,-8.1,0.0,S,1.4,Wanshouxigong
6718,2013,12,5,21,62.0,138.0,29.0,61.0,1600.0,1.0,1.7,1016.0,-8.4,0.0,SSW,1.2,Wanshouxigong
6719,2013,12,5,22,87.0,156.0,49.0,62.0,2200.0,2.0,2.7,1015.7,-8.1,0.0,SW,1.2,Wanshouxigong
6720,2013,12,5,23,94.0,176.0,51.0,62.0,2200.0,2.0,1.0,1015.4,-8.5,0.0,S,1.7,Wanshouxigong
6721,2013,12,6,0,89.0,146.0,55.0,61.0,1800.0,1.0,0.1,1014.9,-7.9,0.0,W,0.7,Wanshouxigong
6722,2013,12,6,1,111.0,147.0,71.0,61.0,2100.0,4.0,-0.6,1014.6,-7.4,0.0,WNW,0.8,Wanshouxigong
6723,2013,12,6,2,137.0,166.0,65.0,61.0,2600.0,6.0,-1.9,1014.5,-6.6,0.0,SW,0.4,Wanshouxigong
6724,2013,12,6,3,149.0,177.0,64.0,60.0,3000.0,6.0,-2.4,1014.2,-7.1,0.0,SW,0.2,Wanshouxigong
6725,2013,12,6,4,163.0,180.0,69.0,60.0,3000.0,1.0,-2.4,1014.0,-6.9,0.0,WNW,1.0,Wanshouxigong
6726,2013,12,6,5,164.0,185.0,80.0,60.0,3200.0,5.0,-2.9,1013.4,-6.7,0.0,W,1.0,Wanshouxigong
6727,2013,12,6,6,175.0,199.0,83.0,61.0,3500.0,5.0,-3.2,1013.8,-7.2,0.0,NNE,1.2,Wanshouxigong
6728,2013,12,6,7,188.0,226.0,84.0,63.0,4500.0,6.0,-3.5,1014.2,-6.6,0.0,W,0.7,Wanshouxigong
6729,2013,12,6,8,191.0,241.0,77.0,64.0,5000.0,6.0,0.2,1014.6,-7.1,0.0,W,1.3,Wanshouxigong
6730,2013,12,6,9,182.0,244.0,73.0,68.0,5200.0,5.0,4.6,1014.5,-7.9,0.0,SW,0.7,Wanshouxigong
6731,2013,12,6,10,124.0,168.0,67.0,76.0,3800.0,3.0,7.2,1013.5,-8.4,0.0,E,0.7,Wanshouxigong
6732,2013,12,6,11,114.0,125.0,58.0,80.0,2900.0,3.0,8.9,1012.3,-7.3,0.0,W,1.0,Wanshouxigong
6733,2013,12,6,12,105.0,126.0,54.0,88.0,2700.0,5.0,9.3,1011.4,-6.6,0.0,SW,1.4,Wanshouxigong
6734,2013,12,6,13,153.0,201.0,65.0,119.0,3600.0,4.0,10.1,1010.9,-7.2,0.0,SSW,1.4,Wanshouxigong
6735,2013,12,6,14,220.0,294.0,75.0,146.0,4200.0,6.0,9.5,1010.7,-7.2,0.0,SSW,2.2,Wanshouxigong
